#Date,Time,[CPU]User%,[CPU]Nice%,[CPU]Sys%,[CPU]Wait%,[CPU]Irq%,[CPU]Soft%,[CPU]Steal%,[CPU]Idle%,[CPU]Totl%,[CPU]Guest%,[CPU]GuestN%,[CPU]Intrpt/sec,[CPU]Ctx/sec,[CPU]Proc/sec,[CPU]ProcQue,[CPU]ProcRun,[CPU]L-Avg1,[CPU]L-Avg5,[CPU]L-Avg15,[CPU]RunTot,[CPU]BlkTot,[MEM]Tot,[MEM]Used,[MEM]Free,[MEM]Shared,[MEM]Buf,[MEM]Cached,[MEM]Slab,[MEM]Map,[MEM]Anon,[MEM]AnonH,[MEM]Commit,[MEM]Locked,[MEM]SwapTot,[MEM]SwapUsed,[MEM]SwapFree,[MEM]SwapIn,[MEM]SwapOut,[MEM]Dirty,[MEM]Clean,[MEM]Laundry,[MEM]Inactive,[MEM]PageIn,[MEM]PageOut,[MEM]PageFaults,[MEM]PageMajFaults,[MEM]HugeTotal,[MEM]HugeFree,[MEM]HugeRsvd,[MEM]SUnreclaim,[NET]RxPktTot,[NET]TxPktTot,[NET]RxKBTot,[NET]TxKBTot,[NET]RxCmpTot,[NET]RxMltTot,[NET]TxCmpTot,[NET]RxErrsTot,[NET]TxErrsTot,[DSK]ReadTot,[DSK]WriteTot,[DSK]OpsTot,[DSK]ReadKBTot,[DSK]WriteKBTot,[DSK]KbTot,[DSK]ReadMrgTot,[DSK]WriteMrgTot,[DSK]MrgTot
20211102,16:46:55,0,0,1,0,0,0,0,99,1,0,0,343,539,4,475,0,0.10,0.04,0.01,0,0,8088300,5154508,2933792,0,262536,3146036,118612,352884,1589332,0,5355840,16,2097148,0,2097148,0,0,88,0,0,1202812,0,0,142,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:46:56,0,0,1,0,0,0,0,98,2,0,0,386,614,4,475,0,0.10,0.04,0.01,0,0,8088300,5154760,2933540,0,262536,3146036,118612,352884,1589332,0,5355840,16,2097148,0,2097148,0,0,88,0,0,1202812,0,0,177,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:46:57,1,0,0,0,0,0,0,99,1,0,0,338,524,4,475,0,0.10,0.04,0.01,0,0,8088300,5154760,2933540,0,262536,3146036,118612,352884,1589364,0,5355840,16,2097148,0,2097148,0,0,92,0,0,1202812,0,0,119,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:46:58,0,0,1,0,0,0,0,98,2,0,0,350,541,4,475,0,0.10,0.04,0.01,0,0,8088300,5154760,2933540,0,262536,3146036,118612,352884,1589364,0,5355840,16,2097148,0,2097148,0,0,88,0,0,1202812,0,4,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:46:59,1,0,0,0,0,0,0,99,1,0,0,373,543,4,475,0,0.09,0.04,0.00,0,0,8088300,5154760,2933540,0,262536,3146036,118612,352884,1589364,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,44,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:00,0,0,1,0,0,0,0,99,1,0,0,356,543,4,475,0,0.09,0.04,0.00,0,0,8088300,5154508,2933792,0,262536,3146036,118612,352884,1589364,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,119,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:01,1,0,1,0,0,0,0,99,1,0,0,389,572,4,475,0,0.09,0.04,0.00,0,0,8088300,5154576,2933724,0,262536,3146036,118612,352884,1589392,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,119,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:02,1,0,1,0,0,0,0,98,2,0,0,394,587,5,475,0,0.09,0.04,0.00,0,0,8088300,5155656,2932644,0,262536,3146036,118612,352884,1589392,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,888,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:03,0,0,1,0,0,0,0,99,1,0,0,320,534,4,475,0,0.09,0.04,0.00,0,0,8088300,5155576,2932724,0,262536,3146036,118612,352884,1589368,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:04,1,0,0,0,0,0,0,99,1,0,0,303,502,4,475,0,0.09,0.04,0.00,0,0,8088300,5155576,2932724,0,262536,3146036,118612,352884,1589368,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,119,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:05,0,0,1,0,0,0,0,99,1,0,0,310,480,4,475,0,0.09,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146036,118612,352884,1589368,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:06,0,0,1,0,0,0,0,99,1,0,0,289,488,4,475,0,0.09,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146036,118612,352884,1589372,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:07,0,0,1,0,0,0,0,99,1,0,0,305,491,4,475,0,0.09,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146036,118612,352884,1589372,0,5355840,16,2097148,0,2097148,0,0,96,0,0,1202812,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:08,1,0,1,0,0,0,0,98,2,0,0,605,816,4,475,0,0.09,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146036,118612,352884,1589372,0,5355840,16,2097148,0,2097148,0,0,100,0,0,1202812,0,0,124,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:09,1,0,1,0,0,0,0,99,1,0,0,363,562,4,475,0,0.08,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146036,118612,352884,1589372,0,5355840,16,2097148,0,2097148,0,0,108,0,0,1202812,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:10,0,0,0,0,0,0,0,99,1,0,0,336,517,4,475,0,0.08,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146036,118612,352884,1589372,0,5355840,16,2097148,0,2097148,0,0,108,0,0,1202812,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:11,0,0,1,0,0,0,0,99,1,0,0,382,594,4,475,0,0.08,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146040,118612,352884,1589372,0,5355840,16,2097148,0,2097148,0,0,112,0,0,1202812,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:12,0,0,1,0,0,0,0,99,1,0,0,390,586,4,475,0,0.08,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146040,118612,352884,1589372,0,5355840,16,2097148,0,2097148,0,0,112,0,0,1202816,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:13,1,0,1,0,0,0,0,99,1,0,0,435,648,4,475,0,0.08,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146040,118612,352884,1589376,0,5355840,16,2097148,0,2097148,0,0,36,0,0,1202816,0,64,119,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:14,0,0,1,0,0,0,0,99,1,0,0,347,540,4,475,0,0.07,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146040,118612,352884,1589376,0,5355840,16,2097148,0,2097148,0,0,56,0,0,1202816,0,28,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:15,0,0,1,0,0,0,0,99,1,0,0,366,555,4,475,0,0.07,0.04,0.00,0,0,8088300,5155524,2932776,0,262536,3146040,118612,352884,1589388,0,5355840,16,2097148,0,2097148,0,0,56,0,0,1202816,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:16,0,0,1,0,0,0,0,99,1,0,0,377,565,4,475,0,0.07,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146040,118612,352884,1589376,0,5355840,16,2097148,0,2097148,0,0,56,0,0,1202816,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:17,0,0,1,0,0,0,0,99,1,0,0,371,544,4,475,0,0.07,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146040,118612,352884,1589376,0,5355840,16,2097148,0,2097148,0,0,56,0,0,1202816,0,0,118,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211102,16:47:18,1,0,0,0,0,0,0,99,1,0,0,358,560,4,475,0,0.07,0.04,0.00,0,0,8088300,5155516,2932784,0,262536,3146040,118612,352884,1589376,0,5355840,16,2097148,0,2097148,0,0,56,0,0,1202816,0,4,124,0,0,0,0,22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
